index,Table_Id,City,Summary_Level,Place_Fips,Geo_Id,State,State_Fips,Total_Population
82,100083,Ivanof Bay,160,35890,16000US0235890,AK,2,0
83,100084,Juneau city and borough,160,36400,16000US0236400,AK,2,32531
84,100085,Kachemak,160,36540,16000US0236540,AK,2,551
85,100086,Kake,160,36770,16000US0236770,AK,2,628
86,100087,Kaktovik,160,36990,16000US0236990,AK,2,155
87,100088,Kalifornsky,160,37250,16000US0237250,AK,2,7965
88,100089,Kaltag,160,37430,16000US0237430,AK,2,192
89,100090,Karluk,160,37540,16000US0237540,AK,2,44
90,100091,Kasaan,160,37650,16000US0237650,AK,2,71
91,100092,Kasigluk,160,37975,16000US0237975,AK,2,599
92,100093,Kasilof,160,38090,16000US0238090,AK,2,388
93,100094,Kenai,160,38420,16000US0238420,AK,2,7463
94,100095,Kenny Lake,160,38910,16000US0238910,AK,2,128
95,100096,Ketchikan,160,38970,16000US0238970,AK,2,8197
96,100097,Kiana,160,39300,16000US0239300,AK,2,380
97,100098,King Cove,160,39410,16000US0239410,AK,2,1074
98,100099,King Salmon,160,39630,16000US0239630,AK,2,340
99,100100,Kipnuk,160,39740,16000US0239740,AK,2,686
100,100101,Kivalina,160,39960,16000US0239960,AK,2,576
101,100102,Klawock,160,40400,16000US0240400,AK,2,792
102,100103,Klukwan,160,40510,16000US0240510,AK,2,66
103,100104,Knik-Fairview,160,40645,16000US0240645,AK,2,16017
104,100105,Knik River,160,40670,16000US0240670,AK,2,765
105,100106,Kobuk,160,40840,16000US0240840,AK,2,159
106,100107,Kodiak,160,40950,16000US0240950,AK,2,6293
107,100108,Kodiak Station,160,41210,16000US0241210,AK,2,1398
108,100109,Kokhanok,160,41280,16000US0241280,AK,2,145
109,100110,Koliganek,160,41500,16000US0241500,AK,2,129
110,100111,Kongiganak,160,41610,16000US0241610,AK,2,408
111,100112,Kotlik,160,41720,16000US0241720,AK,2,643
112,100113,Kotzebue,160,41830,16000US0241830,AK,2,3283
113,100114,Koyuk,160,41940,16000US0241940,AK,2,272
114,100115,Koyukuk,160,42050,16000US0242050,AK,2,80
115,100116,Kupreanof,160,42160,16000US0242160,AK,2,40
116,100117,Kwethluk,160,42380,16000US0242380,AK,2,824
117,100118,Kwigillingok,160,42490,16000US0242490,AK,2,331
118,100119,Lake Louise,160,42805,16000US0242805,AK,2,45
119,100120,Lake Minchumina,160,42820,16000US0242820,AK,2,21
120,100121,Lakes,160,42832,16000US0242832,AK,2,9028
121,100122,Larsen Bay,160,43040,16000US0243040,AK,2,61
122,100123,Lazy Mountain,160,43260,16000US0243260,AK,2,1637
123,100124,Levelock,160,43810,16000US0243810,AK,2,114
124,100125,Lime Village,160,44030,16000US0244030,AK,2,7
125,100126,Livengood,160,44580,16000US0244580,AK,2,10
126,100127,Loring,160,45020,16000US0245020,AK,2,0
127,100128,Lowell Point,160,45295,16000US0245295,AK,2,141
128,100129,Lower Kalskag,160,45460,16000US0245460,AK,2,317
129,100130,Lutak,160,45700,16000US0245700,AK,2,13
130,100131,McCarthy,160,45790,16000US0245790,AK,2,107
131,100132,McGrath,160,46010,16000US0246010,AK,2,346
132,100133,McKinley Park,160,46560,16000US0246560,AK,2,514
133,100134,Manley Hot Springs,160,46780,16000US0246780,AK,2,84
134,100135,Manokotak,160,46890,16000US0246890,AK,2,691
135,100136,Marshall,160,47000,16000US0247000,AK,2,350
136,100137,Meadow Lakes,160,47735,16000US0247735,AK,2,7424
137,100138,Mekoryuk,160,47990,16000US0247990,AK,2,174
138,100139,Mendeltna,160,48200,16000US0248200,AK,2,22
139,100140,Mentasta Lake,160,48540,16000US0248540,AK,2,157
140,100141,Mertarvik,160,48590,16000US0248590,AK,2,0
141,100142,Metlakatla,160,48870,16000US0248870,AK,2,1661
142,100143,Minto,160,49530,16000US0249530,AK,2,257
143,100144,Moose Creek,160,50080,16000US0250080,AK,2,728
144,100145,Moose Pass,160,50190,16000US0250190,AK,2,428
145,100146,Mosquito Lake,160,50800,16000US0250800,AK,2,126
146,100147,Mountain Village,160,51180,16000US0251180,AK,2,749
147,100148,Mud Bay,160,51455,16000US0251455,AK,2,167
148,100149,Nabesna,160,51960,16000US0251960,AK,2,0
149,100150,Naknek,160,52060,16000US0252060,AK,2,567
150,100151,Nanwalek,160,52210,16000US0252210,AK,2,238
151,100152,Napakiak,160,52390,16000US0252390,AK,2,352
152,100153,Napaskiak,160,52720,16000US0252720,AK,2,408
153,100154,Naukati Bay,160,52845,16000US0252845,AK,2,32
154,100155,Nelchina,160,52915,16000US0252915,AK,2,170
155,100156,Nelson Lagoon,160,52940,16000US0252940,AK,2,42
156,100157,Nenana,160,53050,16000US0253050,AK,2,406
157,100158,New Allakaket,160,53162,16000US0253162,AK,2,67
158,100159,Newhalen,160,53270,16000US0253270,AK,2,159
159,100160,New Stuyahok,160,53710,16000US0253710,AK,2,609
160,100161,Newtok,160,53820,16000US0253820,AK,2,388
161,100162,Nightmute,160,53930,16000US0253930,AK,2,259
162,100163,Nikiski,160,54050,16000US0254050,AK,2,4549
163,100164,Nikolaevsk,160,54085,16000US0254085,AK,2,234
164,100165,Nikolai,160,54150,16000US0254150,AK,2,113
165,100166,Nikolski,160,54260,16000US0254260,AK,2,37
166,100167,Ninilchik,160,54480,16000US0254480,AK,2,728
167,100168,Noatak,160,54700,16000US0254700,AK,2,443
168,100169,Nome,160,54920,16000US0254920,AK,2,3773
169,100170,Nondalton,160,55030,16000US0255030,AK,2,182
170,100171,Noorvik,160,55140,16000US0255140,AK,2,608
171,100172,North Pole,160,55910,16000US0255910,AK,2,2265
172,100173,Northway,160,56220,16000US0256220,AK,2,131
173,100174,Northway Junction,160,56250,16000US0256250,AK,2,64
174,100175,Northway Village,160,56260,16000US0256260,AK,2,92
175,100176,Nuiqsut,160,56320,16000US0256320,AK,2,345
176,100177,Nulato,160,56350,16000US0256350,AK,2,285
177,100178,Nunam Iqua,160,56600,16000US0256600,AK,2,129
178,100179,Nunapitchuk,160,56680,16000US0256680,AK,2,554
179,100180,Old Harbor,160,57340,16000US0257340,AK,2,249
180,100181,Oscarville,160,58330,16000US0258330,AK,2,22
181,100182,Ouzinkie,160,58550,16000US0258550,AK,2,230
182,100183,Palmer,160,58660,16000US0258660,AK,2,6449
183,100184,Paxson,160,59320,16000US0259320,AK,2,38
184,100185,Pedro Bay,160,59540,16000US0259540,AK,2,12
185,100186,Pelican,160,59650,16000US0259650,AK,2,79
186,100187,Perryville,160,60200,16000US0260200,AK,2,98
187,100188,Petersburg,160,60310,16000US0260310,AK,2,3024
188,100189,Petersville,160,60460,16000US0260460,AK,2,0
189,100190,Pilot Point,160,60640,16000US0260640,AK,2,53
190,100191,Pilot Station,160,60750,16000US0260750,AK,2,582
191,100192,Pitkas Point,160,60860,16000US0260860,AK,2,136
192,100193,Platinum,160,61080,16000US0261080,AK,2,42
193,100194,Pleasant Valley,160,61120,16000US0261120,AK,2,168
194,100195,Point Baker,160,61190,16000US0261190,AK,2,41
195,100196,Point Hope,160,61630,16000US0261630,AK,2,562
196,100197,Point Lay,160,61700,16000US0261700,AK,2,285
197,100198,Point MacKenzie,160,61788,16000US0261788,AK,2,466
198,100199,Point Possession,160,61825,16000US0261825,AK,2,0
199,100200,Pope-Vannoy Landing,160,62125,16000US0262125,AK,2,0
200,100201,Portage Creek,160,62285,16000US0262285,AK,2,0
201,100202,Port Alexander,160,62510,16000US0262510,AK,2,31
202,100203,Port Alsworth,160,62620,16000US0262620,AK,2,147
203,100204,Port Clarence,160,63170,16000US0263170,AK,2,40
204,100205,Port Graham,160,63280,16000US0263280,AK,2,206
205,100206,Port Heiden,160,63390,16000US0263390,AK,2,81
206,100207,Port Lions,160,63610,16000US0263610,AK,2,231
207,100208,Port Protection,160,63870,16000US0263870,AK,2,82
208,100209,Primrose,160,64240,16000US0264240,AK,2,73
209,100210,Prudhoe Bay,160,64380,16000US0264380,AK,2,2724
210,100211,Quinhagak,160,64600,16000US0264600,AK,2,661
211,100212,Rampart,160,64820,16000US0264820,AK,2,7
212,100213,Red Devil,160,64930,16000US0264930,AK,2,22
213,100214,Red Dog Mine,160,64980,16000US0264980,AK,2,81
214,100215,Ridgeway,160,65345,16000US0265345,AK,2,2195
215,100216,Ruby,160,65590,16000US0265590,AK,2,202
216,100217,Russian Mission,160,65700,16000US0265700,AK,2,410
217,100218,St. George,160,65800,16000US0265800,AK,2,53
218,100219,St. Mary's,160,66140,16000US0266140,AK,2,583
219,100220,St. Michael,160,66360,16000US0266360,AK,2,396
220,100221,St. Paul,160,66470,16000US0266470,AK,2,576
221,100222,Salamatof,160,66510,16000US0266510,AK,2,1110
222,100223,Salcha,160,66550,16000US0266550,AK,2,984
223,100224,Sand Point,160,67020,16000US0267020,AK,2,1188
224,100225,Savoonga,160,67460,16000US0267460,AK,2,883
225,100226,Saxman,160,67570,16000US0267570,AK,2,401
226,100227,Scammon Bay,160,67680,16000US0267680,AK,2,488
227,100228,Selawik,160,68230,16000US0268230,AK,2,794
228,100229,Seldovia,160,68340,16000US0268340,AK,2,243
229,100230,Seldovia Village,160,68370,16000US0268370,AK,2,174
230,100231,Seward,160,68560,16000US0268560,AK,2,2710
231,100232,Shageluk,160,68670,16000US0268670,AK,2,43
232,100233,Shaktoolik,160,68890,16000US0268890,AK,2,223
233,100234,Shishmaref,160,69770,16000US0269770,AK,2,573
234,100235,Shungnak,160,70100,16000US0270100,AK,2,342
235,100236,Silver Springs,160,70320,16000US0270320,AK,2,168
236,100237,Sitka city and borough,160,70540,16000US0270540,AK,2,8943
237,100238,Skagway,160,70760,16000US0270760,AK,2,957
238,100239,Skwentna,160,70870,16000US0270870,AK,2,42
239,100240,Slana,160,70930,16000US0270930,AK,2,84
240,100241,Sleetmute,160,71090,16000US0271090,AK,2,96
241,100242,Soldotna,160,71640,16000US0271640,AK,2,4409
242,100243,South Naknek,160,72190,16000US0272190,AK,2,63
243,100244,South Van Horn,160,72230,16000US0272230,AK,2,581
244,100245,Stebbins,160,72960,16000US0272960,AK,2,547
245,100246,Steele Creek,160,72985,16000US0272985,AK,2,6272
246,100247,Sterling,160,73070,16000US0273070,AK,2,6054
247,100248,Stevens Village,160,73290,16000US0273290,AK,2,25
248,100249,Stony River,160,73400,16000US0273400,AK,2,40
249,100250,Sunrise,160,73950,16000US0273950,AK,2,15
250,100251,Susitna,160,74340,16000US0274340,AK,2,0
251,100252,Susitna North,160,74350,16000US0274350,AK,2,1404
252,100253,Sutton-Alpine,160,74525,16000US0274525,AK,2,1602
253,100254,Takotna,160,74610,16000US0274610,AK,2,49
254,100255,Talkeetna,160,74830,16000US0274830,AK,2,616
255,100256,Tanacross,160,75050,16000US0275050,AK,2,127
256,100257,Tanaina,160,75077,16000US0275077,AK,2,9640
257,100258,Tanana,160,75160,16000US0275160,AK,2,277
258,100259,Tatitlek,160,75380,16000US0275380,AK,2,86
259,100260,Tazlina,160,75480,16000US0275480,AK,2,358
260,100261,Teller,160,75930,16000US0275930,AK,2,165
261,100262,Tenakee Springs,160,76260,16000US0276260,AK,2,150
262,100263,Tetlin,160,76590,16000US0276590,AK,2,121
263,100264,Thorne Bay,160,77140,16000US0277140,AK,2,566
264,100265,Togiak,160,77690,16000US0277690,AK,2,787
265,100266,Tok,160,77800,16000US0277800,AK,2,1331
266,100267,Toksook Bay,160,78240,16000US0278240,AK,2,549
267,100268,Tolsona,160,78297,16000US0278297,AK,2,0
268,100269,Tonsina,160,78350,16000US0278350,AK,2,30
269,100270,Trapper Creek,160,78680,16000US0278680,AK,2,432
270,100271,Tuluksak,160,78790,16000US0278790,AK,2,436
271,100272,Tuntutuliak,160,79120,16000US0279120,AK,2,466
272,100273,Tununak,160,79230,16000US0279230,AK,2,294
273,100274,Twin Hills,160,79780,16000US0279780,AK,2,95
274,100275,Two Rivers,160,79830,16000US0279830,AK,2,238
275,100276,Tyonek,160,79890,16000US0279890,AK,2,214
276,100277,Ugashik,160,80100,16000US0280100,AK,2,19
277,100278,Unalakleet,160,80660,16000US0280660,AK,2,710
278,100279,Unalaska,160,80770,16000US0280770,AK,2,4619
279,100280,Upper Kalskag,160,81320,16000US0281320,AK,2,284
280,100281,Valdez,160,82200,16000US0282200,AK,2,3979
281,100282,Venetie,160,82420,16000US0282420,AK,2,177
282,100283,Wainwright,160,82750,16000US0282750,AK,2,458
283,100284,Wales,160,82860,16000US0282860,AK,2,155
284,100285,Wasilla,160,83080,16000US0283080,AK,2,8676
285,100286,Whale Pass,160,84000,16000US0284000,AK,2,16
286,100287,White Mountain,160,84070,16000US0284070,AK,2,179
287,100288,Whitestone,160,84120,16000US0284120,AK,2,195
288,100289,Whitestone Logging Camp,160,84200,16000US0284200,AK,2,0
289,100290,Whittier,160,84510,16000US0284510,AK,2,295
290,100291,Willow,160,85280,16000US0285280,AK,2,2085
291,100292,Willow Creek,160,85290,16000US0285290,AK,2,8
292,100293,Wiseman,160,85610,16000US0285610,AK,2,11
293,100294,Womens Bay,160,85680,16000US0285680,AK,2,852
294,100295,Wrangell city and borough,160,86380,16000US0286380,AK,2,2387
295,100296,Yakutat,160,86490,16000US0286490,AK,2,597
296,100297,Adak,160,65,16000US0200065,AK,2,122
297,100298,Akhiok,160,650,16000US0200650,AK,2,84
298,100299,Akiachak,160,760,16000US0200760,AK,2,562
299,100300,Akiak,160,870,16000US0200870,AK,2,399
300,100301,Akutan,160,1090,16000US0201090,AK,2,899
301,100302,Alakanuk,160,1200,16000US0201200,AK,2,777
302,100303,Alatna,160,1305,16000US0201305,AK,2,1
303,100304,Alcan Border,160,1390,16000US0201390,AK,2,51
304,100305,Aleknagik,160,1420,16000US0201420,AK,2,199
305,100306,Aleneva,160,1560,16000US0201560,AK,2,59
306,100307,Allakaket,160,1860,16000US0201860,AK,2,77
307,100308,Ambler,160,1970,16000US0201970,AK,2,280
308,100309,Anaktuvuk Pass,160,2080,16000US0202080,AK,2,247
309,100310,Anchorage municipality,160,3000,16000US0203000,AK,2,299107
310,100311,Anchor Point,160,3110,16000US0203110,AK,2,1951
311,100312,Anderson,160,3220,16000US0203220,AK,2,201
312,100313,Angoon,160,3440,16000US0203440,AK,2,382
313,100314,Aniak,160,3550,16000US0203550,AK,2,525
314,100315,Anvik,160,3880,16000US0203880,AK,2,87
315,100316,Arctic Village,160,3990,16000US0203990,AK,2,138
316,100317,Atka,160,4210,16000US0204210,AK,2,66
317,100318,Atmautluak,160,4430,16000US0204430,AK,2,258
318,100319,Atqasuk,160,4500,16000US0204500,AK,2,159
319,100320,Attu Station,160,4670,16000US0204670,AK,2,16
320,100321,Badger,160,5000,16000US0205000,AK,2,21197
321,100322,Barrow,160,5200,16000US0205200,AK,2,4293
322,100323,Bear Creek,160,5585,16000US0205585,AK,2,1824
323,100324,Beaver,160,5750,16000US0205750,AK,2,60
324,100325,Beluga,160,6245,16000US0206245,AK,2,6
325,100326,Bethel,160,6520,16000US0206520,AK,2,6370
326,100327,Bettles,160,6630,16000US0206630,AK,2,22
327,100328,Big Delta,160,6850,16000US0206850,AK,2,539
328,100329,Big Lake,160,7070,16000US0207070,AK,2,3815
329,100330,Birch Creek,160,7620,16000US0207620,AK,2,1
330,100331,Brevig Mission,160,8740,16000US0208740,AK,2,442
331,100332,Buckland,160,9600,16000US0209600,AK,2,596
332,100333,Buffalo Soapstone,160,9657,16000US0209657,AK,2,827
333,100334,Butte,160,9710,16000US0209710,AK,2,3854
334,100335,Cantwell,160,10150,16000US0210150,AK,2,209
335,100336,Central,160,11690,16000US0211690,AK,2,58
336,100337,Chalkyitsik,160,11800,16000US0211800,AK,2,101
337,100338,Chase,160,12350,16000US0212350,AK,2,23
338,100339,Chefornak,160,12680,16000US0212680,AK,2,516
339,100340,Chena Ridge,160,12920,16000US0212920,AK,2,5473
340,100341,Chenega,160,12970,16000US0212970,AK,2,66
341,100342,Chevak,160,13230,16000US0213230,AK,2,1082
342,100343,Chickaloon,160,13340,16000US0213340,AK,2,284
343,100344,Chicken,160,13450,16000US0213450,AK,2,0
344,100345,Chignik,160,13550,16000US0213550,AK,2,70
345,100346,Chignik Lagoon,160,13670,16000US0213670,AK,2,73
346,100347,Chignik Lake,160,13780,16000US0213780,AK,2,70
347,100348,Chiniak,160,13860,16000US0213860,AK,2,23
348,100349,Chisana,160,13890,16000US0213890,AK,2,0
349,100350,Chistochina,160,14000,16000US0214000,AK,2,59
350,100351,Chitina,160,14110,16000US0214110,AK,2,80
351,100352,Chuathbaluk,160,14330,16000US0214330,AK,2,116
352,100353,Circle,160,14880,16000US0214880,AK,2,118
353,100354,Clam Gulch,160,15320,16000US0215320,AK,2,182
354,100355,Clark's Point,160,15430,16000US0215430,AK,2,56
355,100356,Ashland,160,2860,16000US0102860,AL,1,2667
356,100357,Ashville,160,2908,16000US0102908,AL,1,2342
357,100358,Athens,160,2956,16000US0102956,AL,1,23938
358,100359,Atmore,160,3004,16000US0103004,AL,1,10072
359,100360,Attalla,160,3028,16000US0103028,AL,1,5965
360,100361,Auburn,160,3076,16000US0103076,AL,1,58693
361,100362,Autaugaville,160,3220,16000US0103220,AL,1,1119
362,100363,Avon,160,3364,16000US0103364,AL,1,594
363,100364,Axis,160,3508,16000US0103508,AL,1,911
364,100365,Babbie,160,3556,16000US0103556,AL,1,687
365,100366,Baileyton,160,3676,16000US0103676,AL,1,909
366,100367,Bakerhill,160,3724,16000US0103724,AL,1,209
367,100368,Ballplay,160,3820,16000US0103820,AL,1,1535
368,100369,Banks,160,3940,16000US0103940,AL,1,136
369,100370,Bay Minette,160,4660,16000US0104660,AL,1,8843
370,100371,Bayou La Batre,160,4684,16000US0104684,AL,1,2634
371,100372,Bear Creek,160,4852,16000US0104852,AL,1,1296
372,100373,Beatrice,160,4900,16000US0104900,AL,1,294
373,100374,Beaverton,160,4948,16000US0104948,AL,1,273
374,100375,Belgreen,160,5140,16000US0105140,AL,1,66
375,100376,Belk,160,5164,16000US0105164,AL,1,289
376,100377,Bellamy,160,5188,16000US0105188,AL,1,816
377,100378,Belle Fontaine,160,5212,16000US0105212,AL,1,539
378,100379,Benton,160,5692,16000US0105692,AL,1,49
379,100380,Berry,160,5932,16000US0105932,AL,1,1392
380,100381,Bessemer,160,5980,16000US0105980,AL,1,27043
381,100382,Billingsley,160,6460,16000US0106460,AL,1,176
382,100383,Birmingham,160,7000,16000US0107000,AL,1,212211
383,100384,Black,160,7120,16000US0107120,AL,1,157
384,100385,Blountsville,160,7456,16000US0107456,AL,1,1967
385,100386,Blue Ridge,160,7588,16000US0107588,AL,1,1461
386,100387,Blue Springs,160,7672,16000US0107672,AL,1,99
387,100388,Boaz,160,7912,16000US0107912,AL,1,9673
388,100389,Boligee,160,8104,16000US0108104,AL,1,640
389,100390,Bon Air,160,8248,16000US0108248,AL,1,103
390,100391,Bon Secour,160,8272,16000US0108272,AL,1,648
391,100392,Boykin,160,8680,16000US0108680,AL,1,67
392,100393,Brantley,160,9016,16000US0109016,AL,1,971
393,100394,Brantleyville,160,9064,16000US0109064,AL,1,1111
394,100395,Brent,160,9136,16000US0109136,AL,1,4898
395,100396,Brewton,160,9208,16000US0109208,AL,1,5424
396,100397,Bridgeport,160,9328,16000US0109328,AL,1,2300
397,100398,Brighton,160,9400,16000US0109400,AL,1,2904
398,100399,Brilliant,160,9424,16000US0109424,AL,1,908
399,100400,Bristow Cove,160,9457,16000US0109457,AL,1,531
400,100401,Brook Highland,160,9500,16000US0109500,AL,1,7032
401,100402,Brookside,160,9736,16000US0109736,AL,1,1258
402,100403,Brookwood,160,9808,16000US0109808,AL,1,1932
403,100404,Broomtown,160,9880,16000US0109880,AL,1,160
404,100405,Brundidge,160,10240,16000US0110240,AL,1,2189
405,100406,Bucks,160,10456,16000US0110456,AL,1,50
406,100407,Butler,160,11032,16000US0111032,AL,1,2360
407,100408,Calera,160,11416,16000US0111416,AL,1,12593
408,100409,Calvert,160,11488,16000US0111488,AL,1,394
409,100410,Camden,160,11512,16000US0111512,AL,1,2721
410,100411,Camp Hill,160,11680,16000US0111680,AL,1,1051
411,100412,Carbon Hill,160,12016,16000US0112016,AL,1,1739
412,100413,Cardiff,160,12040,16000US0112040,AL,1,30
413,100414,Carlisle-Rockledge,160,12070,16000US0112070,AL,1,2910
414,100415,Carlton,160,12112,16000US0112112,AL,1,74
415,100416,Carolina,160,12160,16000US0112160,AL,1,285
416,100417,Carrollton,160,12304,16000US0112304,AL,1,922
417,100418,Castleberry,160,12496,16000US0112496,AL,1,543
418,100419,Catherine,160,12544,16000US0112544,AL,1,20
419,100420,Cedar Bluff,160,12760,16000US0112760,AL,1,2017
420,100421,Center Point,160,13264,16000US0113264,AL,1,16797
421,100422,Centre,160,13648,16000US0113648,AL,1,3570
422,100423,Centreville,160,13672,16000US0113672,AL,1,2719
423,100424,Chatom,160,14008,16000US0114008,AL,1,1006
424,100425,Chelsea,160,14104,16000US0114104,AL,1,11386
425,100426,Cherokee,160,14152,16000US0114152,AL,1,850
426,100427,Chickasaw,160,14392,16000US0114392,AL,1,6005
427,100428,Childersburg,160,14464,16000US0114464,AL,1,5105
428,100429,Choccolocco,160,14728,16000US0114728,AL,1,2279
429,100430,Chunchula,160,14968,16000US0114968,AL,1,136
430,100431,Citronelle,160,15064,16000US0115064,AL,1,3886
431,100432,Clanton,160,15136,16000US0115136,AL,1,8715
432,100433,Clay,160,15256,16000US0115256,AL,1,9682
433,100434,Clayhatchee,160,15304,16000US0115304,AL,1,441
434,100435,Clayton,160,15376,16000US0115376,AL,1,2947
435,100436,Cleveland,160,15472,16000US0115472,AL,1,1206
436,100437,Clio,160,15640,16000US0115640,AL,1,856
437,100438,Coaling,160,16000,16000US0116000,AL,1,1808
438,100439,Coats Bend,160,16080,16000US0116080,AL,1,1842
439,100440,Coffee Springs,160,16240,16000US0116240,AL,1,264
440,100441,Coffeeville,160,16264,16000US0116264,AL,1,383
441,100442,Coker,160,16312,16000US0116312,AL,1,819
442,100443,Collinsville,160,16600,16000US0116600,AL,1,2104
443,100444,Colony,160,16684,16000US0116684,AL,1,345
444,100445,Columbia,160,16744,16000US0116744,AL,1,680
445,100446,Columbiana,160,16768,16000US0116768,AL,1,4176
446,100447,Concord,160,16936,16000US0116936,AL,1,2044
447,100448,Coosada,160,17176,16000US0117176,AL,1,1374
448,100449,Cordova,160,17368,16000US0117368,AL,1,2074
449,100450,Cottondale,160,17704,16000US0117704,AL,1,3702
450,100451,Cottonwood,160,17824,16000US0117824,AL,1,1438
451,100452,County Line,160,17968,16000US0117968,AL,1,187
452,100453,Courtland,160,18040,16000US0118040,AL,1,592
453,100454,Cowarts,160,18088,16000US0118088,AL,1,2071
454,100455,Creola,160,18304,16000US0118304,AL,1,1842
455,100456,Crossville,160,18856,16000US0118856,AL,1,2312
